Product,Brand,Quantity Sold,Region,Core Specification,Processor Specification,RAM,ROM,SSD,Price
1,14,7,3,4,10,32,128,0,20301
1,19,2,0,4,9,6,256,0,175258
0,8,1,0,6,12,16,128,256,113905
0,1,6,3,5,11,12,64,2048,62500
1,2,8,0,4,2,4,1,0,20380
1,8,1,1,4,7,32,64,0,40904
1,18,1,4,4,8,16,512,0,68408
0,18,6,0,7,13,8,512,256,136763
0,2,4,0,5,11,8,128,1024,15737
0,11,1,1,0,3,8,128,256,88237
1,14,7,3,4,1,6,1,0,166481
0,18,5,3,1,4,4,64,512,76738
0,0,8,0,7,13,4,1,256,155724
0,3,2,2,1,4,16,1,2048,16142
0,14,3,2,7,13,6,128,512,119332
1,7,9,3,4,1,6,1,0,108693
1,12,8,0,4,9,6,512,0,75541
1,17,9,0,4,8,6,1,0,32142
1,1,4,3,4,9,12,256,0,161971
1,15,1,4,4,2,8,256,0,77144
1,5,6,4,4,9,32,512,0,193549
1,9,9,3,4,9,8,512,0,157892
0,2,8,4,0,3,12,512,1024,82528
1,13,2,1,4,2,32,128,0,87889
1,14,7,4,4,7,12,128,0,25716
0,15,8,1,7,13,4,1,512,173883
0,16,5,3,3,6,32,256,1024,40682
0,2,8,4,2,5,6,128,256,175114
0,11,1,1,8,14,16,256,256,35215
0,12,3,0,5,11,32,1,1024,158497
1,1,9,4,4,10,6,256,0,26891
1,5,1,1,4,2,16,64,0,136419
1,13,7,3,4,2,12,256,0,164565
0,3,2,2,7,13,6,256,256,8278
1,19,6,2,4,2,32,64,0,29718
1,12,4,0,4,9,8,256,0,198250
1,16,3,1,4,1,6,1,0,165198
1,4,1,0,4,9,32,64,0,99844
0,19,10,1,2,5,4,512,1024,8360
1,2,2,4,4,1,6,512,0,143978
0,13,10,4,7,13,16,512,1024,62442
0,12,2,3,6,12,8,128,256,58569
0,12,4,0,5,11,16,512,256,199714
1,17,5,3,4,1,6,256,0,192315
1,5,3,3,4,2,8,256,0,71962
1,7,8,4,4,10,4,512,0,35136
0,8,6,2,8,14,4,1,512,147873
1,17,10,2,4,8,4,512,0,147019
1,12,10,4,4,7,6,1,0,181667
0,13,6,0,2,5,4,64,1024,83837
0,6,9,0,8,14,16,512,256,71173
0,11,3,3,6,12,32,1,2048,55104
0,9,2,3,5,11,12,64,256,27768
0,16,6,2,0,3,16,512,1024,197250
0,4,6,3,6,12,4,1,512,156176
1,15,3,0,4,1,4,64,0,192533
1,1,7,1,4,10,6,512,0,174997
1,1,8,4,4,8,32,1,0,67161
1,7,2,4,4,9,4,64,0,79831
0,17,4,2,3,6,12,128,1024,159166
0,4,5,1,8,14,4,128,256,131331
1,11,2,3,4,1,12,512,0,183682
0,1,5,1,8,14,6,1,512,169898
1,4,8,1,4,10,12,256,0,60312
1,10,5,4,4,1,16,256,0,70582
1,16,1,3,4,1,16,1,0,86678
0,5,2,3,1,4,8,512,512,157112
0,15,7,1,1,4,4,128,512,181557
1,8,6,1,4,10,6,256,0,19576
1,1,10,2,4,0,32,1,0,126555
1,1,9,0,4,1,12,256,0,46244
0,2,6,2,3,6,32,64,256,54903
0,4,7,4,7,13,12,256,2048,19442
1,19,5,1,4,1,8,256,0,198404
0,14,3,0,0,3,8,1,1024,143542
0,6,6,4,3,6,8,512,512,8630
0,0,3,3,3,6,6,256,256,48889
1,10,2,4,4,1,12,1,0,122715
0,1,8,1,3,6,6,1,256,29887
1,0,10,1,4,10,32,512,0,180682
0,2,2,4,5,11,4,128,512,32051
0,9,7,0,5,11,6,512,512,199484
0,19,9,3,2,5,8,256,512,40356
0,16,6,4,2,5,4,512,512,153960
0,11,7,2,1,4,16,1,1024,198414
1,8,8,1,4,7,16,64,0,156834
0,13,6,2,7,13,32,256,512,81282
1,7,10,1,4,0,32,1,0,41644
0,8,2,4,6,12,8,512,256,51621
1,18,6,3,4,2,8,256,0,43996
1,9,10,2,4,8,32,128,0,85704
1,0,4,4,4,10,4,1,0,88477
0,5,9,4,2,5,16,64,2048,15452
1,9,3,1,4,7,8,256,0,101941
0,8,5,2,8,14,12,512,512,129825
0,12,10,0,3,6,32,64,256,100883
1,7,10,4,4,2,8,512,0,170291
0,12,10,3,7,13,16,256,256,117894
1,13,3,4,4,10,8,512,0,143310
0,9,1,3,5,11,12,64,256,130667
0,3,10,3,2,5,12,256,256,162021
0,7,3,1,7,13,12,128,512,113012
0,0,1,0,7,13,16,512,512,59557
0,2,1,2,6,12,8,256,2048,147756
1,17,4,0,4,8,6,64,0,89560
0,1,1,3,1,4,32,512,256,138961
1,7,2,2,4,10,12,512,0,128845
0,10,4,1,1,4,6,256,512,14504
1,12,10,1,4,7,4,512,0,115152
1,14,1,4,4,10,8,1,0,59660
1,10,10,4,4,0,32,1,0,199685
1,12,6,3,4,7,6,1,0,88155
1,2,1,1,4,2,4,512,0,26856
1,1,5,4,4,8,32,128,0,51227
0,8,1,3,1,4,16,1,2048,110717
0,8,2,3,0,3,6,64,256,173781
1,6,5,3,4,9,4,512,0,177998
0,7,8,3,5,11,8,256,512,194074
0,15,7,0,8,14,4,128,2048,194300
1,5,10,2,4,10,16,256,0,72596
1,5,10,2,4,9,12,64,0,40540
1,5,4,1,4,9,12,128,0,114504
1,19,9,1,4,8,8,256,0,138219
0,15,3,4,3,6,4,1,2048,198226
1,18,9,0,4,9,32,512,0,40353
1,14,10,3,4,1,8,256,0,34138
1,9,5,4,4,0,12,256,0,32130
1,2,3,1,4,1,16,256,0,191020
0,14,7,4,1,4,6,512,512,79125
0,19,6,4,7,13,4,64,512,34682
0,10,8,0,3,6,32,64,256,68181
0,13,4,2,8,14,8,256,1024,187159
1,7,3,3,4,9,32,64,0,72332
1,4,9,2,4,9,32,128,0,156390
1,0,10,1,4,7,4,256,0,81908
1,14,9,4,4,9,32,64,0,195570
0,19,3,2,0,3,4,1,512,87738
0,1,3,4,0,3,4,64,2048,167699
1,9,9,0,4,10,6,256,0,55920
1,1,10,3,4,1,16,1,0,132657
0,9,8,3,1,4,16,1,256,141518
0,13,4,4,2,5,16,1,1024,80817
1,8,5,1,4,0,4,128,0,76538
0,5,1,3,1,4,32,64,512,99470
0,19,5,4,8,14,6,512,1024,78093
0,13,1,4,6,12,4,1,1024,58063
0,18,3,2,5,11,4,64,256,139834
1,13,7,4,4,10,32,1,0,47948
0,0,9,2,1,4,12,128,512,130930
1,19,9,2,4,2,6,1,0,166492
0,16,1,1,2,5,8,128,2048,63530
1,7,3,4,4,8,16,1,0,64086
1,1,10,2,4,1,6,256,0,50574
1,7,8,2,4,7,12,64,0,84580
0,4,6,2,2,5,16,512,512,161397
1,6,9,2,4,7,32,128,0,94325
1,17,8,1,4,9,8,256,0,44671
1,12,3,3,4,8,4,512,0,95063
0,1,9,4,6,12,32,1,2048,198497
1,19,8,0,4,0,6,128,0,89180
0,17,9,2,6,12,4,128,1024,14780
0,0,5,4,0,3,8,128,256,33186
0,19,10,2,0,3,6,256,1024,23470
1,15,6,0,4,0,6,128,0,42662
1,8,8,2,4,7,32,64,0,175895
0,16,5,0,3,6,4,512,256,28215
0,4,10,3,5,11,6,512,256,15811
0,18,7,4,0,3,6,512,2048,127352
1,3,6,3,4,1,8,1,0,86539
1,11,7,1,4,1,16,128,0,28526
1,3,9,2,4,0,4,256,0,126493
1,5,3,4,4,0,32,256,0,150857
1,12,2,4,4,7,12,128,0,107137
0,18,3,1,8,14,8,64,1024,76696
0,9,2,4,1,4,8,1,256,16405
1,9,3,1,4,9,8,128,0,93339
1,19,9,0,4,8,32,1,0,44746
0,7,7,0,2,5,8,128,2048,137652
0,18,3,1,2,5,32,256,2048,17858
1,3,7,2,4,10,32,128,0,87890
1,2,10,0,4,7,4,128,0,117197
0,18,4,1,8,14,12,256,1024,183836
0,16,3,2,2,5,4,256,1024,28290
0,11,2,4,5,11,12,512,256,48506
1,18,9,1,4,9,4,512,0,134207
1,13,10,1,4,8,32,64,0,121951
1,17,7,4,4,10,6,64,0,26504
1,15,10,4,4,2,4,512,0,39957
0,9,3,3,7,13,12,256,256,169049
0,10,1,1,6,12,4,128,512,25126
0,15,10,2,3,6,8,128,256,122358
0,11,3,3,3,6,12,64,2048,91735
0,6,1,0,1,4,12,512,2048,66409
0,0,6,3,6,12,12,128,256,143232
1,19,6,3,4,10,8,256,0,12375
0,19,1,4,3,6,32,128,1024,22709
0,10,8,3,1,4,8,1,512,148477
1,13,6,1,4,10,8,64,0,120649
1,2,8,4,4,10,32,1,0,74398
1,18,9,3,4,10,8,1,0,64973
0,12,4,2,7,13,4,64,512,72974
1,3,5,2,4,1,32,512,0,73429
0,3,4,4,6,12,12,256,2048,105519
0,15,3,1,2,5,12,64,2048,94185
0,19,6,1,5,11,32,64,1024,30387
1,9,9,4,4,0,6,128,0,5145
1,15,6,0,4,9,16,1,0,121568
0,19,1,3,5,11,16,128,2048,182868
0,10,10,3,6,12,6,512,256,143057
1,7,10,2,4,8,6,512,0,48249
0,3,2,3,2,5,16,512,1024,153069
0,11,7,4,3,6,4,1,256,123490
0,0,1,2,5,11,16,1,256,30571
1,7,2,4,4,10,4,1,0,97842
0,12,1,1,1,4,12,1,512,101971
1,14,1,3,4,0,12,512,0,30710
1,10,3,3,4,8,16,128,0,199967
0,5,5,0,3,6,32,64,1024,151718
1,18,4,2,4,10,12,1,0,119330
1,16,9,1,4,8,12,512,0,166467
1,11,9,0,4,7,32,128,0,112637
1,5,6,2,4,7,6,64,0,59421
0,15,10,1,2,5,4,1,1024,23863
1,17,4,3,4,2,12,512,0,186954
1,5,7,3,4,9,32,64,0,90446
0,9,2,4,1,4,6,1,2048,79379
1,3,7,3,4,10,12,256,0,125843
1,15,4,2,4,8,12,64,0,86019
0,11,4,2,0,3,16,128,2048,35028
1,19,3,3,4,10,16,512,0,169031
1,5,9,2,4,1,12,512,0,34306
1,0,9,1,4,7,6,512,0,60714
0,13,2,1,5,11,12,128,512,143254
0,9,4,1,6,12,16,1,2048,39333
1,1,1,0,4,8,12,256,0,98180
1,14,9,2,4,10,4,1,0,148894
1,6,2,4,4,0,16,256,0,173696
1,16,4,1,4,1,6,256,0,163165
0,1,2,0,3,6,32,256,256,61804
1,15,2,3,4,1,12,64,0,146964
0,9,2,2,1,4,6,512,2048,91811
0,18,2,3,5,11,8,64,512,58516
1,4,8,0,4,2,12,512,0,27832
0,6,6,2,2,5,32,128,2048,185042
0,1,7,1,8,14,4,256,512,17104
1,3,4,4,4,0,4,128,0,24071
1,12,8,3,4,2,12,128,0,14987
0,2,2,3,1,4,16,1,1024,101085
0,10,4,2,7,13,16,1,1024,98703
0,8,5,2,5,11,32,512,2048,109969
0,6,2,3,0,3,16,256,256,63040
0,2,4,0,7,13,12,256,256,140974
1,0,10,1,4,9,32,1,0,188986
0,8,6,4,0,3,8,256,256,25172
0,11,7,0,0,3,12,1,1024,101921
0,4,9,2,0,3,12,128,512,140152
1,5,8,3,4,0,32,256,0,127856
1,11,6,0,4,9,8,256,0,76777
0,6,9,0,0,3,8,64,512,65030
0,1,9,1,0,3,4,1,2048,109979
0,16,4,3,3,6,32,64,256,25004
1,7,1,4,4,10,6,64,0,193345
1,13,4,0,4,8,8,1,0,144695
0,13,4,4,1,4,12,1,2048,132973
1,19,5,4,4,2,12,256,0,172818
1,11,6,1,4,1,4,128,0,70190
1,18,10,1,4,0,8,1,0,88367
1,9,9,0,4,0,12,64,0,178446
0,9,6,3,8,14,16,64,1024,34271
1,12,1,0,4,0,32,512,0,70854
0,9,7,3,3,6,12,512,2048,75002
1,7,7,1,4,8,16,512,0,176032
0,8,3,0,3,6,4,512,512,107859
1,7,5,4,4,0,8,128,0,61487
0,18,1,2,5,11,12,64,512,166552
0,14,5,3,8,14,32,512,256,37685
0,4,6,4,8,14,32,64,256,19565
1,7,1,4,4,10,4,1,0,152289
0,12,5,2,5,11,12,256,1024,183803
1,3,6,3,4,2,16,64,0,25452
1,4,2,3,4,7,6,128,0,173728
0,12,3,2,0,3,4,1,512,21811
1,6,6,0,4,10,12,64,0,88342
1,9,5,4,4,7,6,512,0,49834
1,10,3,3,4,10,8,128,0,146797
1,3,7,1,4,2,32,64,0,11179
1,10,3,3,4,9,8,128,0,87866
1,0,5,3,4,7,6,128,0,138431
0,19,4,2,0,3,4,128,512,158316
0,18,10,3,8,14,32,128,256,172031
0,6,8,1,2,5,6,64,2048,48636
1,0,4,2,4,8,6,128,0,173673
0,19,9,3,2,5,16,64,1024,7046
1,2,10,1,4,2,16,1,0,81107
0,11,3,0,8,14,6,64,2048,170304
0,0,6,1,1,4,6,512,2048,19038
0,1,7,4,1,4,32,64,2048,121190
1,13,1,2,4,2,4,256,0,28407
1,12,10,1,4,10,16,128,0,166255
0,15,5,0,6,12,12,1,256,188320
0,17,3,0,5,11,12,512,2048,122189
0,17,5,0,0,3,32,512,256,58827
0,10,1,1,3,6,12,128,256,191151
1,3,5,3,4,9,32,1,0,181092
1,16,5,0,4,7,32,256,0,47545
0,14,4,4,0,3,32,512,256,114165
0,18,5,2,7,13,4,128,2048,52795
0,17,7,4,5,11,4,1,2048,67460
1,2,3,3,4,8,8,256,0,181173
1,19,6,1,4,0,6,512,0,60597
0,13,9,1,8,14,12,64,512,123219
0,17,1,4,6,12,32,256,256,48408
0,5,2,2,5,11,16,128,512,19014
0,6,5,4,5,11,16,512,2048,58586
0,5,8,2,0,3,8,128,256,188706
0,17,3,4,2,5,32,128,1024,162015
1,0,8,0,4,7,12,1,0,197232
1,18,10,0,4,2,4,64,0,118643
0,15,5,0,8,14,16,64,256,48185
1,19,1,1,4,2,8,128,0,49346
1,3,10,0,4,1,12,256,0,117106
0,6,10,3,0,3,12,64,512,51774
1,8,4,4,4,2,16,256,0,57377
1,6,9,1,4,1,32,1,0,87037
0,4,4,1,5,11,6,128,256,99093
1,19,1,0,4,9,12,128,0,122315
1,3,8,2,4,8,12,64,0,147811
1,14,4,4,4,2,32,128,0,20457
1,12,3,3,4,10,12,256,0,149483
1,7,4,3,4,1,16,256,0,163324
0,4,8,0,2,5,12,512,256,122611
1,18,8,3,4,7,6,256,0,36427
1,11,2,2,4,0,4,1,0,195589
0,10,3,4,5,11,4,1,256,163812
1,15,7,4,4,9,6,128,0,196873
1,16,8,0,4,2,12,512,0,173147
1,18,9,1,4,2,4,64,0,38145
0,14,4,0,2,5,6,64,1024,156873
1,11,8,2,4,2,4,64,0,195568
1,13,10,2,4,8,8,512,0,126907
1,2,6,2,4,1,16,128,0,121578
0,16,7,4,8,14,6,1,1024,122912
0,4,5,2,0,3,6,512,2048,117472
1,8,10,0,4,2,6,128,0,54918
1,5,10,0,4,0,12,64,0,30868
1,14,7,2,4,0,12,256,0,54628
0,15,6,0,7,13,16,1,1024,84116
1,1,8,0,4,10,12,256,0,10560
0,7,10,4,6,12,8,256,1024,153589
1,7,2,3,4,10,32,512,0,196375
1,18,7,2,4,9,12,64,0,174953
1,17,5,1,4,1,8,64,0,154757
0,9,6,0,1,4,4,1,512,55246
0,14,2,0,2,5,6,128,512,187390
0,0,10,0,3,6,8,128,1024,33180
0,4,8,2,5,11,8,1,1024,61755
1,3,7,4,4,7,8,64,0,14530
0,17,9,1,3,6,4,64,256,6452
0,0,5,3,2,5,12,128,2048,105034
1,14,8,1,4,7,16,64,0,57797
0,2,8,3,1,4,32,64,1024,109015
1,10,2,3,4,2,6,512,0,80816
1,17,10,3,4,1,4,128,0,158490
0,6,9,3,3,6,12,64,2048,130795
1,14,5,2,4,10,32,256,0,194737
1,11,7,2,4,10,12,1,0,130248
1,18,3,1,4,7,32,64,0,191810
1,11,1,1,4,7,32,128,0,109134
0,9,10,3,5,11,12,64,1024,136875
0,11,6,4,0,3,4,1,256,59454
0,13,3,0,7,13,16,512,2048,178084
0,8,8,0,3,6,12,512,2048,45303
1,8,3,1,4,1,32,512,0,156311
0,14,7,1,8,14,12,128,256,86978
1,0,5,1,4,8,8,64,0,89856
1,6,4,2,4,7,6,64,0,27083
0,15,4,0,8,14,16,256,2048,76161
1,1,5,1,4,8,6,256,0,68478
1,10,8,4,4,1,12,128,0,46211
0,7,8,1,3,6,6,1,1024,177871
1,3,9,4,4,7,8,1,0,35132
0,10,10,2,3,6,6,512,256,142182
1,10,10,0,4,7,4,64,0,108250
0,1,1,1,2,5,4,1,256,195151
1,12,10,0,4,9,8,1,0,77271
0,16,9,0,5,11,6,64,256,14140
1,15,7,3,4,8,8,128,0,73128
1,5,9,4,4,8,6,128,0,8588
0,12,5,1,3,6,16,512,256,188672
1,0,3,1,4,7,16,256,0,41007
0,14,1,3,0,3,32,128,256,129643
1,19,6,4,4,8,8,64,0,196530
0,6,9,3,8,14,4,256,512,43056
0,0,9,4,7,13,12,256,512,71820
1,1,7,0,4,10,8,256,0,176979
1,5,9,0,4,9,16,1,0,164164
1,6,10,2,4,7,6,64,0,23039
0,7,8,0,8,14,12,128,512,145355
0,1,3,1,7,13,16,1,2048,106138
1,0,7,3,4,8,32,128,0,124061
0,16,1,1,6,12,6,512,1024,22138
0,9,10,0,0,3,4,64,2048,72850
0,10,5,4,6,12,16,128,1024,92414
0,16,8,0,8,14,4,1,2048,62130
1,7,4,3,4,9,8,128,0,171555
0,8,6,4,8,14,6,1,256,123207
1,8,7,4,4,2,4,256,0,129333
1,15,6,4,4,2,4,256,0,51444
0,5,1,3,0,3,12,128,2048,54767
1,9,2,0,4,10,16,256,0,105452
1,11,4,0,4,8,4,64,0,42147
0,12,7,2,3,6,8,512,1024,45099
0,0,9,2,5,11,32,128,2048,75289
0,10,6,2,7,13,6,128,512,161883
0,18,7,0,1,4,4,128,2048,96603
0,18,8,0,6,12,16,512,512,127099
0,5,6,4,8,14,32,1,1024,19062
1,3,8,3,4,7,6,1,0,29492
1,12,1,1,4,9,4,128,0,134193
1,7,4,2,4,8,8,256,0,193281
1,19,2,0,4,7,32,512,0,15494
0,14,3,4,7,13,8,128,1024,167946
1,5,10,4,4,7,6,64,0,93018
0,6,8,1,5,11,8,1,512,87234
1,10,5,4,4,2,12,64,0,52863
0,19,5,4,0,3,12,512,1024,14438
0,12,4,1,8,14,4,64,1024,184175
0,16,8,1,0,3,32,64,256,90975
0,3,3,1,7,13,4,256,1024,57249
1,10,3,2,4,9,4,256,0,99722
0,0,7,0,6,12,6,64,1024,157628
1,12,3,2,4,10,8,256,0,74908
0,3,9,4,5,11,8,128,512,141656
1,4,9,2,4,2,32,512,0,103104
0,10,4,2,8,14,32,256,1024,112299
1,4,7,1,4,9,16,64,0,43201
0,9,1,0,0,3,6,512,256,179244
1,11,4,1,4,8,12,256,0,94155
1,16,6,3,4,7,6,512,0,176126
0,14,3,3,0,3,12,512,1024,10061
0,9,7,2,6,12,8,512,512,39751
0,10,7,4,5,11,8,64,2048,123647
0,0,10,1,8,14,32,1,1024,128608
0,19,2,1,8,14,12,64,512,98575
1,0,1,0,4,10,8,64,0,160273
0,9,2,3,5,11,32,512,256,70981
1,8,10,0,4,1,4,1,0,163112
1,11,1,1,4,8,6,64,0,152656
0,15,10,1,1,4,12,1,2048,48588
0,8,1,1,1,4,12,64,2048,54349
1,15,1,2,4,9,12,64,0,26732
0,11,4,3,1,4,8,256,1024,99947
0,14,2,4,8,14,12,512,1024,95627
1,15,10,3,4,8,32,128,0,96245
1,17,1,1,4,0,6,1,0,124794
1,5,5,1,4,1,16,512,0,194316
1,15,6,2,4,9,16,128,0,154773
0,4,10,0,7,13,32,512,512,86758
0,16,10,0,7,13,16,1,2048,63672
1,3,3,4,4,7,4,512,0,50876
0,8,3,1,2,5,12,64,2048,179427
1,4,10,1,4,9,12,512,0,198400
1,5,4,3,4,2,6,64,0,104560
1,9,7,1,4,7,12,128,0,133607
1,2,7,2,4,2,12,128,0,191269
0,6,3,4,8,14,32,512,2048,82721
0,17,4,4,8,14,16,256,1024,173975
0,7,1,2,2,5,8,64,1024,186460
1,4,5,1,4,10,32,256,0,137231
0,3,7,2,6,12,4,128,512,68470
0,15,7,0,3,6,6,1,512,63400
1,19,1,4,4,1,16,512,0,105222
1,11,2,3,4,1,32,256,0,101292
0,16,10,4,2,5,8,1,256,70242
0,7,7,2,5,11,32,512,1024,114344
1,6,4,1,4,1,32,256,0,120822
0,1,1,4,0,3,4,128,1024,47314
0,9,4,0,8,14,6,512,256,84129
1,8,2,2,4,10,8,64,0,164461
0,9,5,2,0,3,8,256,2048,68809
0,7,10,2,1,4,6,128,2048,169520
1,9,6,0,4,2,12,512,0,65897
0,1,9,0,0,3,32,128,256,46218
1,0,8,2,4,0,4,64,0,98441
0,16,4,3,6,12,12,128,256,56715
0,8,4,0,1,4,16,512,1024,174338
0,4,9,4,8,14,6,1,1024,183294
1,0,4,0,4,8,16,128,0,97334
1,4,5,3,4,1,8,128,0,23861
0,14,10,2,1,4,6,128,2048,135599
0,2,6,1,0,3,12,1,256,198886
1,15,6,3,4,0,16,64,0,20206
0,16,3,4,7,13,12,512,256,113137
1,15,9,0,4,9,32,512,0,48108
1,17,3,2,4,7,16,512,0,49574
0,8,10,1,8,14,16,64,1024,25251
0,18,5,2,6,12,16,128,1024,18013
1,12,7,1,4,10,12,128,0,187549
1,3,7,4,4,8,4,256,0,160050
1,16,3,1,4,2,32,512,0,121156
0,2,6,4,0,3,8,512,512,16936
1,10,8,2,4,0,16,256,0,70101
1,16,9,3,4,8,16,512,0,119252
0,6,3,3,2,5,4,1,2048,41609
0,0,10,3,2,5,16,512,256,49792
0,4,7,2,5,11,6,1,256,111975
0,3,7,4,2,5,16,128,256,121380
0,13,6,4,8,14,16,1,2048,143951
0,1,10,1,6,12,32,1,2048,41728
0,9,6,1,3,6,12,512,512,60226
0,7,4,4,1,4,8,256,256,129955
0,3,8,4,8,14,4,512,256,63991
0,6,2,3,0,3,8,128,1024,39071
0,16,5,3,0,3,4,1,256,126411
1,8,9,3,4,0,32,64,0,175379
1,15,6,4,4,7,32,256,0,197554
0,3,8,4,1,4,8,64,512,17954
1,1,1,2,4,2,32,128,0,137216
0,5,2,3,5,11,16,1,256,145828
1,11,10,1,4,7,8,512,0,32347
1,8,8,2,4,0,4,128,0,33015
0,16,5,1,0,3,4,512,1024,42382
1,4,9,0,4,10,6,64,0,59862
1,7,1,1,4,8,4,64,0,117450
0,8,9,2,1,4,32,1,2048,33782
0,8,3,0,7,13,6,64,512,21088
0,19,4,2,5,11,4,128,2048,107572
0,6,1,1,5,11,32,1,2048,181969
0,3,4,3,5,11,12,1,512,157714
0,2,9,3,8,14,8,256,2048,199203
1,10,3,4,4,0,4,1,0,55453
0,9,9,3,0,3,4,512,256,51150
0,19,6,2,6,12,16,64,2048,103427
1,11,4,4,4,1,12,512,0,156124
1,5,5,2,4,9,12,512,0,48849
0,16,8,1,2,5,4,512,2048,40817
1,18,10,0,4,0,12,256,0,12660
1,0,5,3,4,2,12,512,0,8425
0,3,2,1,0,3,8,512,2048,148585
0,10,8,4,8,14,32,256,256,100568
0,14,7,4,3,6,32,128,2048,85163
1,3,2,2,4,1,12,512,0,62412
1,9,4,3,4,9,16,256,0,35879
0,3,8,2,1,4,12,128,1024,107962
0,0,1,4,7,13,32,128,512,196201
0,5,2,3,6,12,4,512,256,142485
1,11,7,3,4,0,32,128,0,79166
1,12,2,4,4,0,6,1,0,94570
0,11,3,1,0,3,16,512,256,55847
1,2,5,1,4,2,12,64,0,103032
0,1,9,4,5,11,16,512,1024,52649
1,3,6,1,4,10,32,1,0,126933
1,12,2,2,4,2,6,512,0,130195
0,0,6,1,5,11,32,256,1024,133110
1,7,10,2,4,8,32,128,0,132397
0,17,8,3,8,14,12,64,512,99419
0,19,9,1,1,4,6,1,1024,140530
0,11,3,0,1,4,4,256,512,15757
1,13,2,4,4,8,32,512,0,109725
0,0,2,0,0,3,12,512,512,136863
1,9,10,4,4,10,12,256,0,18173
0,10,4,0,3,6,32,128,512,177972
1,19,9,0,4,0,16,1,0,117557
0,1,7,0,7,13,12,512,256,47604
0,6,7,2,8,14,8,64,2048,21104
1,16,4,2,4,8,16,64,0,62787
1,10,2,1,4,7,32,256,0,6770
1,11,6,1,4,1,8,1,0,74654
1,14,1,2,4,7,12,64,0,93570
1,4,6,0,4,7,32,256,0,156001
0,16,9,4,0,3,32,1,2048,85120
0,2,6,1,5,11,12,512,256,35430
0,12,10,1,2,5,16,64,1024,86449
1,4,1,4,4,10,8,128,0,132189
0,9,7,4,0,3,12,512,256,91233
1,8,9,4,4,10,4,512,0,187689
0,19,7,0,7,13,12,256,2048,166080
0,0,6,0,0,3,6,256,1024,127816
0,2,7,3,6,12,12,256,512,164989
0,13,3,4,3,6,12,1,1024,160890
1,7,3,2,4,0,12,128,0,24466
0,7,9,4,1,4,32,64,2048,151890
1,16,1,3,4,0,4,1,0,92509
0,3,1,4,8,14,32,128,2048,20041
0,13,7,0,1,4,6,512,1024,195921
0,16,1,0,3,6,16,1,1024,153355
0,18,2,2,1,4,4,256,256,98988
0,19,8,4,8,14,16,1,512,57944
0,10,4,0,6,12,8,512,1024,194833
1,6,3,4,4,9,12,64,0,67212
1,12,1,4,4,0,16,64,0,11678
1,13,9,0,4,8,32,128,0,103882
0,0,1,1,1,4,32,256,1024,175639
0,0,5,4,8,14,8,256,512,117096
1,15,1,3,4,0,8,512,0,52508
1,6,3,2,4,10,32,128,0,115785
1,9,10,0,4,1,8,512,0,105958
0,4,1,1,7,13,6,1,1024,48150
0,2,5,2,7,13,16,64,2048,192411
1,1,7,3,4,8,32,1,0,194651
1,9,6,3,4,10,32,64,0,95219
1,8,1,3,4,8,32,256,0,6952
1,7,5,0,4,0,8,64,0,61241
1,9,6,1,4,0,12,128,0,170094
0,10,8,4,1,4,6,128,2048,164981
1,16,1,4,4,10,6,256,0,165301
1,12,6,0,4,1,4,1,0,28342
1,17,3,3,4,0,4,1,0,98763
0,18,5,1,6,12,16,64,1024,182502
0,18,10,3,7,13,12,128,1024,194438
0,12,9,0,1,4,12,512,2048,13733
0,9,2,2,3,6,12,128,2048,39216
1,15,1,2,4,1,4,256,0,198943
1,6,2,2,4,1,12,64,0,68624
0,4,6,2,6,12,32,64,512,175006
0,14,9,2,8,14,32,256,1024,34542
1,17,1,1,4,1,16,1,0,196174
0,3,6,3,0,3,4,512,1024,27594
0,12,4,1,7,13,32,128,2048,135040
1,3,2,3,4,2,12,256,0,120211
1,13,10,0,4,2,16,256,0,184853
0,12,3,4,5,11,4,1,512,120931
0,13,9,4,0,3,6,128,512,33681
1,7,6,0,4,8,32,256,0,124369
1,18,8,4,4,8,6,1,0,33355
0,3,10,0,8,14,4,64,512,165923
1,12,3,3,4,1,8,1,0,95350
1,17,7,3,4,2,16,64,0,42685
0,8,1,0,0,3,4,64,512,186110
0,8,10,4,5,11,32,256,2048,130620
0,15,2,0,7,13,12,256,1024,68926
0,16,7,2,3,6,32,64,1024,158023
0,17,10,0,7,13,4,256,1024,183550
1,15,9,2,4,7,32,512,0,160170
1,8,8,0,4,2,16,512,0,113359
1,17,7,2,4,10,32,256,0,107645
1,4,1,2,4,2,6,128,0,56419
0,17,8,0,6,12,8,512,512,104366
0,14,6,2,1,4,12,64,512,73809
0,0,5,4,0,3,4,128,512,152395
1,10,4,2,4,2,32,512,0,186608
1,17,4,4,4,9,32,512,0,134098
0,16,5,4,6,12,12,64,512,172339
0,15,4,2,2,5,32,128,512,82954
0,0,8,2,6,12,8,1,1024,58964
1,5,9,1,4,9,4,64,0,60457
1,14,9,2,4,2,6,512,0,134070
0,2,2,2,1,4,8,64,1024,7232
1,17,10,0,4,9,12,512,0,189493
1,5,2,3,4,9,32,256,0,80733
1,13,9,3,4,7,16,512,0,54524
0,12,6,2,8,14,12,128,1024,185492
0,11,1,4,8,14,16,128,256,37530
1,11,2,0,4,2,32,1,0,25170
1,12,8,1,4,8,8,512,0,162611
0,8,9,4,3,6,16,512,512,167928
